STATE/UT,Year,TYPE OF JAIL,"Number of Central Jails",Total Capacity of male Inmates,Total Capacity of female Inmates,Total Capacity of Inmates,Male Inmate population,Female Inmate population,Total Inmate population
MADHYA PRADESH,2003,SUB JAIL,80,4953,607,5560,7474,74,7548
MADHYA PRADESH,2003,WOMEN JAIL,0,0,0,0,0,0,0
MADHYA PRADESH,2003,BORSTAL SCHOOL,1,408,0,408,147,0,147
MADHYA PRADESH,2003,OPEN JAIL,0,0,0,0,0,0,0
MADHYA PRADESH,2003,SPECIAL JAIL,0,0,0,0,0,0,0
MADHYA PRADESH,2003,OTHERS,0,0,0,0,0,0,0
MADHYA PRADESH,2003,TOTAL,110,15690,1407,17097,25832,1000,26832
MADHYA PRADESH,2004,CENTRAL JAIL,8,6651,462,7113,14650,404,15054
MADHYA PRADESH,2004,DISTRICT JAIL,21,3707,341,4048,5641,222,5863
MADHYA PRADESH,2004,SUB JAIL,83,5178,627,5805,7762,104,7866
MADHYA PRADESH,2004,WOMEN JAIL,0,0,0,0,0,0,0
MADHYA PRADESH,2004,BORSTAL SCHOOL,1,408,0,408,149,0,149
MADHYA PRADESH,2004,OPEN JAIL,0,0,0,0,0,0,0
MADHYA PRADESH,2004,SPECIAL JAIL,0,0,0,0,0,0,0
MADHYA PRADESH,2004,OTHERS,0,0,0,0,0,0,0
MADHYA PRADESH,2004,TOTAL,113,15944,1430,17374,28202,730,28932
MADHYA PRADESH,2005,CENTRAL JAIL,8,6898,571,7469,15641,433,16074
MADHYA PRADESH,2005,DISTRICT JAIL,21,3965,370,4335,6033,291,6324
MADHYA PRADESH,2005,SUB JAIL,86,5618,536,6154,8803,93,8896
MADHYA PRADESH,2005,WOMEN JAIL,0,0,0,0,0,0,0
MADHYA PRADESH,2005,BORSTAL SCHOOL,1,608,0,608,186,0,186
MADHYA PRADESH,2005,OPEN JAIL,0,0,0,0,0,0,0
MADHYA PRADESH,2005,SPECIAL JAIL,0,0,0,0,0,0,0
MADHYA PRADESH,2005,OTHERS,0,0,0,0,0,0,0
MADHYA PRADESH,2005,TOTAL,116,17089,1477,18566,30663,817,31480
MADHYA PRADESH,2006,CENTRAL JAIL,8,7723,567,8290,16605,453,17058
MADHYA PRADESH,2006,DISTRICT JAIL,22,4883,378,5261,6160,248,6408
MADHYA PRADESH,2006,SUB JAIL,86,6157,547,6704,8456,78,8534
MADHYA PRADESH,2006,WOMEN JAIL,0,0,0,0,0,0,0
MADHYA PRADESH,2006,BORSTAL SCHOOL,0,0,0,0,0,0,0
MADHYA PRADESH,2006,OPEN JAIL,0,0,0,0,0,0,0
MADHYA PRADESH,2006,SPECIAL JAIL,0,0,0,0,0,0,0
MADHYA PRADESH,2006,OTHERS,0,0,0,0,0,0,0
MADHYA PRADESH,2006,TOTAL,116,18763,1492,20255,31221,779,32000
MADHYA PRADESH,2007,CENTRAL JAIL,8,7723,567,8290,17082,474,17556
MADHYA PRADESH,2007,DISTRICT JAIL,22,4883,378,5261,5917,281,6198
MADHYA PRADESH,2007,SUB JAIL,90,6329,568,6897,8859,99,8958
MADHYA PRADESH,2007,WOMEN JAIL,0,0,0,0,0,0,0
MADHYA PRADESH,2007,BORSTAL SCHOOL,0,0,0,0,0,0,0
MADHYA PRADESH,2007,OPEN JAIL,0,0,0,0,0,0,0
MADHYA PRADESH,2007,SPECIAL JAIL,0,0,0,0,0,0,0
MADHYA PRADESH,2007,OTHERS,0,0,0,0,0,0,0
MADHYA PRADESH,2007,TOTAL,120,18935,1513,20448,31858,854,32712
MADHYA PRADESH,2008,CENTRAL JAIL,8,10136,567,10703,17137,532,17669
MADHYA PRADESH,2008,DISTRICT JAIL,22,5087,419,5506,7346,362,7708
MADHYA PRADESH,2008,SUB JAIL,90,6643,578,7221,9290,88,9378
MADHYA PRADESH,2008,WOMEN JAIL,0,0,0,0,0,0,0
MADHYA PRADESH,2008,BORSTAL SCHOOL,0,0,0,0,0,0,0
MADHYA PRADESH,2008,OPEN JAIL,0,0,0,0,0,0,0
MADHYA PRADESH,2008,SPECIAL JAIL,0,0,0,0,0,0,0
MADHYA PRADESH,2008,OTHERS,0,0,0,0,0,0,0
MADHYA PRADESH,2008,TOTAL,120,21866,1564,23430,33773,982,34755
MADHYA PRADESH,2009,CENTRAL JAIL,8,10146,587,10733,16274,513,16787
MADHYA PRADESH,2009,DISTRICT JAIL,22,5208,414,5622,6976,342,7318
MADHYA PRADESH,2009,SUB JAIL,92,7152,596,7748,8625,76,8701
MADHYA PRADESH,2009,WOMEN JAIL,0,0,0,0,0,0,0
MADHYA PRADESH,2009,BORSTAL SCHOOL,0,0,0,0,0,0,0
MADHYA PRADESH,2009,OPEN JAIL,0,0,0,0,0,0,0
MADHYA PRADESH,2009,SPECIAL JAIL,0,0,0,0,0,0,0
MADHYA PRADESH,2009,OTHERS,0,0,0,0,0,0,0
MADHYA PRADESH,2009,TOTAL,122,22506,1597,24103,31875,931,32806
MADHYA PRADESH,2010,CENTRAL JAIL,8,10586,587,11173,15350,493,15843
MADHYA PRADESH,2010,DISTRICT JAIL,22,5636,434,6070,6642,408,7050
MADHYA PRADESH,2010,SUB JAIL,92,7722,580,8302,8309,94,8403
MADHYA PRADESH,2010,WOMEN JAIL,0,0,0,0,0,0,0
MADHYA PRADESH,2010,BORSTAL SCHOOL,0,0,0,0,0,0,0
MADHYA PRADESH,2010,OPEN JAIL,1,25,0,25,22,0,22
MADHYA PRADESH,2010,SPECIAL JAIL,0,0,0,0,0,0,0
MADHYA PRADESH,2010,OTHERS,0,0,0,0,0,0,0
MADHYA PRADESH,2010,TOTAL,123,23969,1601,25570,30323,995,31318
MADHYA PRADESH,2011,CENTRAL JAIL,8,10776,587,11363,16008,539,16547
MADHYA PRADESH,2011,DISTRICT JAIL,22,5550,434,5984,7494,432,7926
MADHYA PRADESH,2011,SUB JAIL,92,7714,599,8313,8305,114,8419
MADHYA PRADESH,2011,WOMEN JAIL,0,0,0,0,0,0,0
MADHYA PRADESH,2011,BORSTAL SCHOOL,0,0,0,0,0,0,0
MADHYA PRADESH,2011,OPEN JAIL,1,25,0,25,24,0,24
MADHYA PRADESH,2011,SPECIAL JAIL,0,0,0,0,0,0,0
MADHYA PRADESH,2011,OTHERS,0,0,0,0,0,0,0
MADHYA PRADESH,2011,TOTAL,123,24065,1620,25685,31831,1085,32916
MADHYA PRADESH,2012,CENTRAL JAIL,8,11016,587,11603,15934,556,16490
MADHYA PRADESH,2012,DISTRICT JAIL,25,6445,466,6911,8710,519,9229
MADHYA PRADESH,2012,SUB JAIL,90,7463,581,8044,8109,106,8215
MADHYA PRADESH,2012,WOMEN JAIL,0,0,0,0,0,0,0
MADHYA PRADESH,2012,BORSTAL SCHOOL,0,0,0,0,0,0,0
MADHYA PRADESH,2012,OPEN JAIL,1,25,0,25,25,0,25
MADHYA PRADESH,2012,SPECIAL JAIL,0,0,0,0,0,0,0
MADHYA PRADESH,2012,OTHERS,0,0,0,0,0,0,0
MADHYA PRADESH,2012,TOTAL,124,24949,1634,26583,32778,1181,33959
MAHARASHTRA,2001,CENTRAL JAIL,8,10539,320,10859,14951,556,15507
MAHARASHTRA,2001,DISTRICT JAIL,23,4302,273,4575,6173,302,6475
MAHARASHTRA,2001,SUB JAIL,0,0,0,0,0,0,0
MAHARASHTRA,2001,WOMEN JAIL,0,0,0,0,0,0,0
MAHARASHTRA,2001,BORSTAL SCHOOL,1,105,0,105,34,0,34
MAHARASHTRA,2001,OPEN JAIL,2,450,0,450,357,0,357
MAHARASHTRA,2001,SPECIAL JAIL,1,243,3,246,128,3,131
MAHARASHTRA,2001,OTHERS,1,21,0,21,21,2,23
MAHARASHTRA,2001,TOTAL,36,15660,596,16256,21664,863,22527
MAHARASHTRA,2002,CENTRAL JAIL,8,10539,320,10859,14391,603,14994
MAHARASHTRA,2002,DISTRICT JAIL,23,4302,273,4575,6143,359,6502
MAHARASHTRA,2002,SUB JAIL,0,0,0,0,0,0,0
MAHARASHTRA,2002,WOMEN JAIL,0,0,0,0,0,0,0
MAHARASHTRA,2002,BORSTAL SCHOOL,1,105,0,105,18,0,18
MAHARASHTRA,2002,OPEN JAIL,2,450,0,450,369,0,369
MAHARASHTRA,2002,SPECIAL JAIL,1,243,3,246,114,3,117
MAHARASHTRA,2002,OTHERS,1,21,0,21,20,2,22
MAHARASHTRA,2002,TOTAL,36,15660,596,16256,21055,967,22022
MAHARASHTRA,2003,CENTRAL JAIL,8,11178,297,11475,15737,490,16227
MAHARASHTRA,2003,DISTRICT JAIL,23,4492,277,4769,6522,392,6914
MAHARASHTRA,2003,SUB JAIL,0,0,0,0,0,0,0
MAHARASHTRA,2003,WOMEN JAIL,1,0,100,100,0,234,234
MAHARASHTRA,2003,BORSTAL SCHOOL,1,105,0,105,17,0,17
MAHARASHTRA,2003,OPEN JAIL,3,500,0,500,390,0,390
MAHARASHTRA,2003,SPECIAL JAIL,1,243,3,246,128,1,129
MAHARASHTRA,2003,OTHERS,1,21,0,21,16,2,18
MAHARASHTRA,2003,TOTAL,38,16539,677,17216,22810,1119,23929
MAHARASHTRA,2004,CENTRAL JAIL,8,10146,329,10475,16797,584,17381
MAHARASHTRA,2004,DISTRICT JAIL,23,4495,274,4769,6283,396,6679
MAHARASHTRA,2004,SUB JAIL,0,0,0,0,0,0,0
MAHARASHTRA,2004,WOMEN JAIL,1,0,100,100,0,274,274
MAHARASHTRA,2004,BORSTAL SCHOOL,1,105,0,105,29,0,29
MAHARASHTRA,2004,OPEN JAIL,3,500,0,500,418,0,418
MAHARASHTRA,2004,SPECIAL JAIL,1,243,3,246,126,1,127
MAHARASHTRA,2004,OTHERS,1,21,0,21,13,1,14
MAHARASHTRA,2004,TOTAL,38,15510,706,16216,23666,1256,24922
MAHARASHTRA,2005,CENTRAL JAIL,8,11404,329,11733,16842,602,17444
MAHARASHTRA,2005,DISTRICT JAIL,23,4553,289,4842,6502,377,6879
MAHARASHTRA,2005,SUB JAIL,172,0,0,0,0,0,0
MAHARASHTRA,2005,WOMEN JAIL,1,0,262,262,0,338,338
MAHARASHTRA,2005,BORSTAL SCHOOL,1,105,0,105,21,0,21
MAHARASHTRA,2005,OPEN JAIL,3,722,0,722,559,0,559
MAHARASHTRA,2005,SPECIAL JAIL,1,243,3,246,171,5,176
MAHARASHTRA,2005,OTHERS,1,21,0,21,10,4,14
MAHARASHTRA,2005,TOTAL,210,17048,883,17931,24105,1326,25431
MAHARASHTRA,2006,CENTRAL JAIL,8,10993,389,11382,16860,578,17438
MAHARASHTRA,2006,DISTRICT JAIL,23,4733,289,5022,6520,384,6904
MAHARASHTRA,2006,SUB JAIL,172,2361,0,2361,155,9,164
MAHARASHTRA,2006,WOMEN JAIL,1,0,262,262,0,381,381
MAHARASHTRA,2006,BORSTAL SCHOOL,1,105,0,105,29,0,29
MAHARASHTRA,2006,OPEN JAIL,3,722,0,722,642,0,642
MAHARASHTRA,2006,SPECIAL JAIL,1,243,3,246,196,5,201
MAHARASHTRA,2006,OTHERS,1,28,0,28,26,4,30
MAHARASHTRA,2006,TOTAL,210,19185,943,20128,24428,1361,25789
MAHARASHTRA,2007,CENTRAL JAIL,8,12221,426,12647,16786,641,17427
MAHARASHTRA,2007,DISTRICT JAIL,23,4913,289,5202,6783,474,7257
MAHARASHTRA,2007,SUB JAIL,115,1171,568,1739,125,9,134
MAHARASHTRA,2007,WOMEN JAIL,1,0,262,262,0,219,219
MAHARASHTRA,2007,BORSTAL SCHOOL,1,105,0,105,35,0,35
MAHARASHTRA,2007,OPEN JAIL,3,672,0,672,624,0,624
MAHARASHTRA,2007,SPECIAL JAIL,1,243,3,246,166,6,172
MAHARASHTRA,2007,OTHERS,1,28,0,28,20,4,24
MAHARASHTRA,2007,TOTAL,153,19353,1548,20901,24539,1353,25892
MAHARASHTRA,2008,CENTRAL JAIL,9,14345,426,14771,17171,661,17832
MAHARASHTRA,2008,DISTRICT JAIL,24,4980,292,5272,6331,446,6777
MAHARASHTRA,2008,SUB JAIL,172,1171,568,1739,114,9,123
MAHARASHTRA,2008,WOMEN JAIL,1,0,262,262,0,314,314
MAHARASHTRA,2008,BORSTAL SCHOOL,1,105,0,105,42,0,42
MAHARASHTRA,2008,OPEN JAIL,4,922,0,922,584,0,584
MAHARASHTRA,2008,SPECIAL JAIL,1,243,3,246,145,4,149
MAHARASHTRA,2008,OTHERS,1,28,0,28,7,3,10
MAHARASHTRA,2008,TOTAL,213,21794,1551,23345,24394,1437,25831
MAHARASHTRA,2009,CENTRAL JAIL,9,14345,426,14771,16520,636,17156
MAHARASHTRA,2009,DISTRICT JAIL,24,4980,292,5272,5756,454,6210
MAHARASHTRA,2009,SUB JAIL,172,1793,568,2361,255,12,267
MAHARASHTRA,2009,WOMEN JAIL,1,0,262,262,0,372,372
MAHARASHTRA,2009,BORSTAL SCHOOL,1,105,0,105,49,0,49
MAHARASHTRA,2009,OPEN JAIL,4,922,0,922,713,0,713
MAHARASHTRA,2009,SPECIAL JAIL,1,243,3,246,91,5,96
MAHARASHTRA,2009,OTHERS,1,28,0,28,18,3,21
MAHARASHTRA,2009,TOTAL,213,22416,1551,23967,23402,1482,24884
MAHARASHTRA,2010,CENTRAL JAIL,9,14414,427,14841,16285,587,16872
MAHARASHTRA,2010,DISTRICT JAIL,24,5034,307,5341,5590,393,5983
MAHARASHTRA,2010,SUB JAIL,172,1793,568,2361,211,6,217
MAHARASHTRA,2010,WOMEN JAIL,1,0,262,262,0,259,259
MAHARASHTRA,2010,BORSTAL SCHOOL,1,105,0,105,40,0,40
MAHARASHTRA,2010,OPEN JAIL,5,922,50,972,771,46,817
MAHARASHTRA,2010,SPECIAL JAIL,1,243,3,246,77,4,81
MAHARASHTRA,2010,OTHERS,1,28,0,28,10,2,12
MAHARASHTRA,2010,TOTAL,214,22539,1617,24156,22984,1297,24281
MAHARASHTRA,2011,CENTRAL JAIL,9,14414,427,14841,16118,579,16697
MAHARASHTRA,2011,DISTRICT JAIL,25,5534,307,5841,5682,492,6174
MAHARASHTRA,2011,SUB JAIL,172,1793,568,2361,44,3,47
MAHARASHTRA,2011,WOMEN JAIL,1,0,262,262,0,256,256
MAHARASHTRA,2011,BORSTAL SCHOOL,1,105,0,105,29,0,29
MAHARASHTRA,2011,OPEN JAIL,5,922,50,972,741,41,782
MAHARASHTRA,2011,SPECIAL JAIL,1,243,3,246,73,3,76
MAHARASHTRA,2011,OTHERS,1,28,0,28,19,2,21
MAHARASHTRA,2011,TOTAL,215,23039,1617,24656,22706,1376,24082
MAHARASHTRA,2012,CENTRAL JAIL,9,14414,427,14841,16493,515,17008
MAHARASHTRA,2012,DISTRICT JAIL,25,5534,307,5841,5861,509,6370
MAHARASHTRA,2012,SUB JAIL,172,1793,568,2361,46,0,46
MAHARASHTRA,2012,WOMEN JAIL,1,0,262,262,0,281,281
MAHARASHTRA,2012,BORSTAL SCHOOL,1,105,0,105,15,0,15
MAHARASHTRA,2012,OPEN JAIL,5,922,50,972,660,29,689
MAHARASHTRA,2012,SPECIAL JAIL,1,243,3,246,79,3,82
MAHARASHTRA,2012,OTHERS,1,28,0,28,17,1,18
MAHARASHTRA,2012,TOTAL,215,23039,1617,24656,23171,1338,24509
MANIPUR,2001,CENTRAL JAIL,2,1050,20,1070,422,24,446
MANIPUR,2001,DISTRICT JAIL,2,100,0,100,16,0,16
MANIPUR,2001,SUB JAIL,0,0,0,0,0,0,0
MANIPUR,2001,WOMEN JAIL,0,0,0,0,0,0,0
MANIPUR,2001,BORSTAL SCHOOL,0,0,0,0,0,0,0
MANIPUR,2001,OPEN JAIL,0,0,0,0,0,0,0
MANIPUR,2001,SPECIAL JAIL,0,0,0,0,0,0,0
MANIPUR,2001,OTHERS,0,0,0,0,0,0,0
MANIPUR,2001,TOTAL,4,1150,20,1170,438,24,462
MANIPUR,2002,CENTRAL JAIL,2,1050,20,1070,481,28,509
MANIPUR,2002,DISTRICT JAIL,1,50,0,50,7,0,7
MANIPUR,2002,SUB JAIL,0,0,0,0,0,0,0
MANIPUR,2002,WOMEN JAIL,0,0,0,0,0,0,0
MANIPUR,2002,BORSTAL SCHOOL,0,0,0,0,0,0,0
MANIPUR,2002,OPEN JAIL,0,0,0,0,0,0,0
MANIPUR,2002,SPECIAL JAIL,0,0,0,0,0,0,0
MANIPUR,2002,OTHERS,0,0,0,0,0,0,0
MANIPUR,2002,TOTAL,3,1100,20,1120,488,28,516
MANIPUR,2003,CENTRAL JAIL,2,1050,20,1070,500,27,527
MANIPUR,2003,DISTRICT JAIL,1,50,0,50,5,0,5
MANIPUR,2003,SUB JAIL,0,0,0,0,0,0,0
MANIPUR,2003,WOMEN JAIL,0,0,0,0,0,0,0
MANIPUR,2003,BORSTAL SCHOOL,0,0,0,0,0,0,0
MANIPUR,2003,OPEN JAIL,0,0,0,0,0,0,0
MANIPUR,2003,SPECIAL JAIL,0,0,0,0,0,0,0
MANIPUR,2003,OTHERS,0,0,0,0,0,0,0
MANIPUR,2003,TOTAL,3,1100,20,1120,505,27,532
MANIPUR,2004,CENTRAL JAIL,2,980,110,1090,442,23,465
MANIPUR,2004,DISTRICT JAIL,1,50,0,50,0,0,0
MANIPUR,2004,SUB JAIL,0,0,0,0,0,0,0
MANIPUR,2004,WOMEN JAIL,0,0,0,0,0,0,0
MANIPUR,2004,BORSTAL SCHOOL,0,0,0,0,0,0,0
MANIPUR,2004,OPEN JAIL,0,0,0,0,0,0,0
MANIPUR,2004,SPECIAL JAIL,0,0,0,0,0,0,0
MANIPUR,2004,OTHERS,0,0,0,0,0,0,0
MANIPUR,2004,TOTAL,3,1030,110,1140,442,23,465
MANIPUR,2005,CENTRAL JAIL,2,980,110,1090,503,26,529
MANIPUR,2005,DISTRICT JAIL,0,0,0,0,0,0,0
MANIPUR,2005,SUB JAIL,0,0,0,0,0,0,0
MANIPUR,2005,WOMEN JAIL,0,0,0,0,0,0,0
MANIPUR,2005,BORSTAL SCHOOL,0,0,0,0,0,0,0
MANIPUR,2005,OPEN JAIL,0,0,0,0,0,0,0
MANIPUR,2005,SPECIAL JAIL,0,0,0,0,0,0,0
MANIPUR,2005,OTHERS,0,0,0,0,0,0,0
MANIPUR,2005,TOTAL,2,980,110,1090,503,26,529
MANIPUR,2006,CENTRAL JAIL,2,860,110,970,383,15,398
MANIPUR,2006,DISTRICT JAIL,2,100,0,100,0,0,0
MANIPUR,2006,SUB JAIL,0,0,0,0,0,0,0
MANIPUR,2006,WOMEN JAIL,0,0,0,0,0,0,0
MANIPUR,2006,BORSTAL SCHOOL,0,0,0,0,0,0,0
MANIPUR,2006,OPEN JAIL,0,0,0,0,0,0,0
MANIPUR,2006,SPECIAL JAIL,0,0,0,0,0,0,0
MANIPUR,2006,OTHERS,0,0,0,0,0,0,0
MANIPUR,2006,TOTAL,4,960,110,1070,383,15,398
MANIPUR,2007,CENTRAL JAIL,2,860,110,970,434,10,444
MANIPUR,2007,DISTRICT JAIL,0,0,0,0,0,0,0
MANIPUR,2007,SUB JAIL,0,0,0,0,0,0,0
MANIPUR,2007,WOMEN JAIL,0,0,0,0,0,0,0
MANIPUR,2007,BORSTAL SCHOOL,0,0,0,0,0,0,0
MANIPUR,2007,OPEN JAIL,0,0,0,0,0,0,0
MANIPUR,2007,SPECIAL JAIL,0,0,0,0,0,0,0
MANIPUR,2007,OTHERS,0,0,0,0,0,0,0
MANIPUR,2007,TOTAL,2,860,110,970,434,10,444
MANIPUR,2008,CENTRAL JAIL,2,860,110,970,438,27,465
MANIPUR,2008,DISTRICT JAIL,0,0,0,0,0,0,0
MANIPUR,2008,SUB JAIL,0,0,0,0,0,0,0
MANIPUR,2008,WOMEN JAIL,0,0,0,0,0,0,0
MANIPUR,2008,BORSTAL SCHOOL,0,0,0,0,0,0,0
MANIPUR,2008,OPEN JAIL,0,0,0,0,0,0,0
MANIPUR,2008,SPECIAL JAIL,0,0,0,0,0,0,0
MANIPUR,2008,OTHERS,0,0,0,0,0,0,0
MANIPUR,2008,TOTAL,2,860,110,970,438,27,465
MANIPUR,2009,CENTRAL JAIL,2,860,110,970,484,48,532
MANIPUR,2009,DISTRICT JAIL,0,0,0,0,0,0,0
MANIPUR,2009,SUB JAIL,0,0,0,0,0,0,0
MANIPUR,2009,WOMEN JAIL,0,0,0,0,0,0,0
MANIPUR,2009,BORSTAL SCHOOL,0,0,0,0,0,0,0
MANIPUR,2009,OPEN JAIL,0,0,0,0,0,0,0
MANIPUR,2009,SPECIAL JAIL,0,0,0,0,0,0,0
MANIPUR,2009,OTHERS,0,0,0,0,0,0,0
MANIPUR,2009,TOTAL,2,860,110,970,484,48,532
MANIPUR,2010,CENTRAL JAIL,2,860,110,970,579,39,618
MANIPUR,2010,DISTRICT JAIL,0,0,0,0,0,0,0
MANIPUR,2010,SUB JAIL,0,0,0,0,0,0,0
MANIPUR,2010,WOMEN JAIL,0,0,0,0,0,0,0
MANIPUR,2010,BORSTAL SCHOOL,0,0,0,0,0,0,0
MANIPUR,2010,OPEN JAIL,0,0,0,0,0,0,0
MANIPUR,2010,SPECIAL JAIL,0,0,0,0,0,0,0
MANIPUR,2010,OTHERS,0,0,0,0,0,0,0
MANIPUR,2010,TOTAL,2,860,110,970,579,39,618
MANIPUR,2011,CENTRAL JAIL,2,860,110,970,608,39,647
MANIPUR,2011,DISTRICT JAIL,0,0,0,0,0,0,0
MANIPUR,2011,SUB JAIL,0,0,0,0,0,0,0
MANIPUR,2011,WOMEN JAIL,0,0,0,0,0,0,0
MANIPUR,2011,BORSTAL SCHOOL,0,0,0,0,0,0,0
MANIPUR,2011,OPEN JAIL,0,0,0,0,0,0,0
MANIPUR,2011,SPECIAL JAIL,0,0,0,0,0,0,0
MANIPUR,2011,OTHERS,0,0,0,0,0,0,0
MANIPUR,2011,TOTAL,2,860,110,970,608,39,647
MANIPUR,2012,CENTRAL JAIL,2,860,110,970,690,33,723
MANIPUR,2012,DISTRICT JAIL,0,0,0,0,0,0,0
MANIPUR,2012,SUB JAIL,0,0,0,0,0,0,0
MANIPUR,2012,WOMEN JAIL,0,0,0,0,0,0,0
MANIPUR,2012,BORSTAL SCHOOL,0,0,0,0,0,0,0
MANIPUR,2012,OPEN JAIL,0,0,0,0,0,0,0
MANIPUR,2012,SPECIAL JAIL,0,0,0,0,0,0,0
MANIPUR,2012,OTHERS,0,0,0,0,0,0,0
MANIPUR,2012,TOTAL,2,860,110,970,690,33,723
MEGHALAYA,2001,CENTRAL JAIL,0,0,0,0,0,0,0
MEGHALAYA,2001,DISTRICT JAIL,4,455,35,490,518,8,526
MEGHALAYA,2001,SUB JAIL,0,0,0,0,0,0,0
MEGHALAYA,2001,WOMEN JAIL,0,0,0,0,0,0,0
MEGHALAYA,2001,BORSTAL SCHOOL,0,0,0,0,0,0,0
MEGHALAYA,2001,OPEN JAIL,0,0,0,0,0,0,0
MEGHALAYA,2001,SPECIAL JAIL,0,0,0,0,0,0,0
MEGHALAYA,2001,OTHERS,0,0,0,0,0,0,0
MEGHALAYA,2001,TOTAL,4,455,35,490,518,8,526
MEGHALAYA,2002,CENTRAL JAIL,0,0,0,0,0,0,0
MEGHALAYA,2002,DISTRICT JAIL,4,465,35,500,521,11,532
MEGHALAYA,2002,SUB JAIL,0,0,0,0,0,0,0
MEGHALAYA,2002,WOMEN JAIL,0,0,0,0,0,0,0
MEGHALAYA,2002,BORSTAL SCHOOL,0,0,0,0,0,0,0
MEGHALAYA,2002,OPEN JAIL,0,0,0,0,0,0,0
MEGHALAYA,2002,SPECIAL JAIL,0,0,0,0,0,0,0
MEGHALAYA,2002,OTHERS,0,0,0,0,0,0,0
MEGHALAYA,2002,TOTAL,4,465,35,500,521,11,532
MEGHALAYA,2003,CENTRAL JAIL,0,0,0,0,0,0,0
MEGHALAYA,2003,DISTRICT JAIL,4,465,35,500,547,8,555
MEGHALAYA,2003,SUB JAIL,0,0,0,0,0,0,0
MEGHALAYA,2003,WOMEN JAIL,0,0,0,0,0,0,0
MEGHALAYA,2003,BORSTAL SCHOOL,0,0,0,0,0,0,0
MEGHALAYA,2003,OPEN JAIL,0,0,0,0,0,0,0
MEGHALAYA,2003,SPECIAL JAIL,0,0,0,0,0,0,0
MEGHALAYA,2003,OTHERS,0,0,0,0,0,0,0
MEGHALAYA,2003,TOTAL,4,465,35,500,547,8,555
MEGHALAYA,2004,CENTRAL JAIL,0,0,0,0,0,0,0
MEGHALAYA,2004,DISTRICT JAIL,4,465,35,500,483,10,493
MEGHALAYA,2004,SUB JAIL,0,0,0,0,0,0,0
MEGHALAYA,2004,WOMEN JAIL,0,0,0,0,0,0,0
MEGHALAYA,2004,BORSTAL SCHOOL,0,0,0,0,0,0,0
MEGHALAYA,2004,OPEN JAIL,0,0,0,0,0,0,0
MEGHALAYA,2004,SPECIAL JAIL,0,0,0,0,0,0,0
MEGHALAYA,2004,OTHERS,0,0,0,0,0,0,0
MEGHALAYA,2004,TOTAL,4,465,35,500,483,10,493
MEGHALAYA,2005,CENTRAL JAIL,0,0,0,0,0,0,0
MEGHALAYA,2005,DISTRICT JAIL,4,485,35,520,542,13,555
MEGHALAYA,2005,SUB JAIL,0,0,0,0,0,0,0
MEGHALAYA,2005,WOMEN JAIL,0,0,0,0,0,0,0
MEGHALAYA,2005,BORSTAL SCHOOL,0,0,0,0,0,0,0
MEGHALAYA,2005,OPEN JAIL,0,0,0,0,0,0,0
MEGHALAYA,2005,SPECIAL JAIL,0,0,0,0,0,0,0
MEGHALAYA,2005,OTHERS,0,0,0,0,0,0,0
MEGHALAYA,2005,TOTAL,4,485,35,520,542,13,555
MEGHALAYA,2006,CENTRAL JAIL,0,0,0,0,0,0,0
MEGHALAYA,2006,DISTRICT JAIL,4,485,35,520,612,9,621
MEGHALAYA,2006,SUB JAIL,0,0,0,0,0,0,0
MEGHALAYA,2006,WOMEN JAIL,0,0,0,0,0,0,0
MEGHALAYA,2006,BORSTAL SCHOOL,0,0,0,0,0,0,0
MEGHALAYA,2006,OPEN JAIL,0,0,0,0,0,0,0
MEGHALAYA,2006,SPECIAL JAIL,0,0,0,0,0,0,0
MEGHALAYA,2006,OTHERS,0,0,0,0,0,0,0
MEGHALAYA,2006,TOTAL,4,485,35,520,612,9,621
MEGHALAYA,2007,CENTRAL JAIL,0,0,0,0,0,0,0
MEGHALAYA,2007,DISTRICT JAIL,4,495,35,530,659,6,665
MEGHALAYA,2007,SUB JAIL,0,0,0,0,0,0,0
MEGHALAYA,2007,WOMEN JAIL,0,0,0,0,0,0,0
MEGHALAYA,2007,BORSTAL SCHOOL,0,0,0,0,0,0,0
MEGHALAYA,2007,OPEN JAIL,0,0,0,0,0,0,0
MEGHALAYA,2007,SPECIAL JAIL,0,0,0,0,0,0,0
MEGHALAYA,2007,OTHERS,0,0,0,0,0,0,0
MEGHALAYA,2007,TOTAL,4,495,35,530,659,6,665
MEGHALAYA,2008,CENTRAL JAIL,0,0,0,0,0,0,0
MEGHALAYA,2008,DISTRICT JAIL,4,485,45,530,613,6,619
MEGHALAYA,2008,SUB JAIL,0,0,0,0,0,0,0
MEGHALAYA,2008,WOMEN JAIL,0,0,0,0,0,0,0
MEGHALAYA,2008,BORSTAL SCHOOL,0,0,0,0,0,0,0
MEGHALAYA,2008,OPEN JAIL,0,0,0,0,0,0,0
MEGHALAYA,2008,SPECIAL JAIL,0,0,0,0,0,0,0
MEGHALAYA,2008,OTHERS,0,0,0,0,0,0,0
MEGHALAYA,2008,TOTAL,4,485,45,530,613,6,619
MEGHALAYA,2009,CENTRAL JAIL,0,0,0,0,0,0,0
MEGHALAYA,2009,DISTRICT JAIL,4,485,45,530,648,8,656
MEGHALAYA,2009,SUB JAIL,0,0,0,0,0,0,0
MEGHALAYA,2009,WOMEN JAIL,0,0,0,0,0,0,0
