Category,State / UT Name,Jail Type Sl.No.,Jail Type,Number of jails,Jail Sl.No.,Jail Name,Contact No.,VC for Remand Purpose,VC for Trial Purpose,VC for Other Purpose,Location1,Location2,Email ID
State,Odisha,3,Sub Jail,73,56,Pallahara,06765-279236,NO,NO,NO,"AT/PO Pallahara, Dist. Angul",NA,pallaharajail.od@nic.in
State,Odisha,3,Sub Jail,73,57,Paralakhemund,06815-222239,NO,NO,NO,"AT/PO Paralakhemundi, Dist. Gajapati",NA,paralakhemundijail.od@nic.in
State,Odisha,3,Sub Jail,73,58,Patnagarh,06658-222356,NO,NO,NO,"AT/Po Patnagarh, Dist. Bolangir",NA,patnagarhjail.od@nic.in
State,Odisha,3,Sub Jail,73,59,Patrapur,NA,NO,NO,NO,"AT Badapur, PO Patrapur, Dist. Ganjam",NA,patrapurjail.od@nic.in
State,Odisha,3,Sub Jail,73,60,Rairakhol,06644-253028,NO,NO,NO,"AT/Po Rairakhol, Dist. Sambalpur",NA,rairakholjail.od@nic.in
State,Odisha,3,Sub Jail,73,61,Rairangpur,06794-222067,NO,NO,NO,"AT/PO Rairangpur, Dist. Mayurbhanj",NA,rairangpurjail.od@nic.in
State,Odisha,3,Sub Jail,73,62,Rajgangpur,06624-223045,NO,NO,NO,"AT Tunguripalli, Po Rajgangpur, Dist. Sundargarh",NA,rajgangpurjail.od@nic.in
State,Odisha,3,Sub Jail,73,63,Ranapur,"9439294875,",NO,NO,NO,"AT Ranpur (Nadia Bhanga) Po Ranpur, Dist. Nayagarh",NA,ranapurjail.od@nic.in
State,Odisha,3,Sub Jail,73,64,Rayagada,06856-235178,NO,NO,NO,AT/PO/Dist. Rayagada,NA,rayagadajail.od@nic.in
State,Odisha,3,Sub Jail,73,65,R-Udayagiri,06817-240242,NO,NO,NO,"AT/PO R Udayagiri, Dist. Gajapati",NA,rudayagirijail.od@nic.in
State,Odisha,3,Sub Jail,73,66,Salepur,0671-2351555,NO,NO,NO,"AT Raghabpur, Po Salipur, Dist. Cuttack",NA,salepurjail.od@nic.in
State,Odisha,3,Sub Jail,73,67,Sohela,06685-220133,NO,NO,NO,"AT/PO Sohela, Dist. Bargarh",NA,sohelajail.od@nic.in
State,Odisha,3,Sub Jail,73,68,Sonepur,06654-220235,NO,NO,NO,AT/PO/Dist. Sonepur,NA,sonepurjail.od@nic.in
State,Odisha,3,Sub Jail,73,69,Soro,06788-211725,NO,NO,NO,"AT Jagannathpur, Po Soro, Dist. Balasore",NA,sorojail.od@nic.in
State,Odisha,3,Sub Jail,73,70,Suruda,06819-270073,NO,NO,NO,"AT/PO Suruda, Dist. Ganjam",NA,surudajail.od@nic.in
State,Odisha,3,Sub Jail,73,71,Titilagarh,06655-220434,NO,NO,NO,"At/PO Titilagarh, Dist. Bolangir",NA,titilagarhjail.od@nic.in
State,Odisha,3,Sub Jail,73,72,Udala,06795-232249,NO,NO,NO,"AT/PO Udala, Dist. Mayurbhanj",NA,udalajail.od@nic.in
State,Odisha,3,Sub Jail,73,73,Umerkote,06866-270124,NO,NO,NO,"AT/Po Umerkote, Dist. Nabarangpur",NA,umerkotejail.od@nic.in
State,Odisha,4,Women Jail,1,1,Nari Bandi Niketan Sambalpur,0663-2548179,NO,NO,NO,AT/Po/Dist. Sambalpur,NA,nbnsambalpurjail.od@nic.in
State,Odisha,5,Open Jail,1,1,"Biju pattnaik Open Air Ashram, Jamujhari",0674-2467840,NO,NO,NO,"AT Jamujhari, Po Dandi Chhatabar, Dist. Khurda",NA,jamujharijailnbnsambalpurjail.od@nic.in
State,Odisha,6,Special Jail,2,1,Bhubaneswar,0674-2578077,NO,YES,NO,"At Jharpada, PO Laxmisagar, Dist. Khurda",NA,bhubaneswarjailnbnsambalpurjail.od@nic.in
State,Odisha,6,Special Jail,2,2,Rourkella,0661-2401695,NO,YES,NO,"AT/PO Rourkela, Dist. Sundargarh",NA,rourkelajailnbnsambalpurjail.od@nic.in
State,Punjab,1,Central Jail,9,1,Central Jail Ferozepur,NA,YES,NO,NO,"The Mall Road, Ferozepur City",NA,centraljail.fzr@gmail.com
State,Punjab,1,Central Jail,9,2,Central Jail Patiala,0175-2366546,YES,NO,NO,"Near Thapar College, Nabha Road, Patiala",NA,supdt.cjpta@gmail.com
State,Punjab,1,Central Jail,9,3,Central Jail Ludhiana,0161-2660106,YES,YES,YES,"Tajpur Road, Ludhiana",NA,centraljail.ldh@yahoo.co.in
State,Punjab,1,Central Jail,9,4,Central Jail Amritsar,0183-2591973,YES,NO,NO,"Ghumtala Road, Amrtisar",NA,sudhargharamritsar@gmail.com
State,Punjab,1,Central Jail,9,5,Central Jail Gurdaspur,01874-245316,YES,NO,NO,"Near District Court Complex, Jail Road, Gurdaspur",NA,gurdaspurcjail@yahoo.com
State,Punjab,1,Central Jail,9,6,Central Jail Bathinda,0164-2212610,YES,NO,NO,"Khiali Wala Road, Gobindpura, Bathinda",NA,scjbti@gmail.com
State,Punjab,1,Central Jail,9,7,Central Jail Jalandhar at Kapurthala,98721-34845,YES,NO,NO,"Kanjli Road, Village Bhela, Kapurthala",NA,cjailkpt@gmail.com
State,Punjab,1,Central Jail,9,8,Central Jail Faridkot,01639-257048,YES,NO,NO,"Talwandi Bahi Road, Faridkot",NA,disttjailfdk@gmail.com
State,Punjab,1,Central Jail,9,9,Central Jail Hoshiarpur,01882-220527,YES,NO,NO,"Chandigarh Road, Hoshiarpur",NA,superintendentjailhoshiarpur@gmail.com
State,Punjab,2,District Jail,7,1,District Jail Sangrur,01672-234381,YES,NO,NO,Barnala Road Sangrur,NA,sangrurjail@gmail.com
State,Punjab,2,District Jail,7,2,District Jail Nabha,01765-220659,YES,YES,NO,"Thuhi Road, Nabha, District Patiala",NA,nabhajail@gmail.com
State,Punjab,2,District Jail,7,3,New District Jail Nabha,01765-225926,YES,NO,NO,"Bhawanigarh Road, Nabha, Dist. Patiala",NA,supdt.newjailnabha@gmail.com
State,Punjab,2,District Jail,7,4,District Jail Mansa,01652-227737,YES,NO,NO,"Bhaini Bagha Road, Mansa",NA,districtjailmansa@gmail.com
State,Punjab,2,District Jail,7,5,District Jail Roopnagar,01881-224422,YES,NO,NO,"Bela Road, vill. Khairabad, Roopnagar",NA,supdt.distt.jail.roopnagar@gmail.com
State,Punjab,2,District Jail,7,6,District Jail Barnala,01679-231141,YES,NO,NO,"Baja Khana Road, Dist. Barnala",NA,jailbarnala@yahoo.com
State,Punjab,2,District Jail,7,7,District Jail Mukatsar,01633-262606,YES,NO,NO,"Bura Gujjar (Ferozepur Road), Sri Muktsar Sahib",NA,dhillonjailsupdt@gmail.com
State,Punjab,3,Sub Jail,7,1,Sub Jail Moga,98144-42500,YES,NO,NO,"G.T. Road, Ludhiana Moga",NA,subjailmoga@gmail.com
State,Punjab,3,Sub Jail,7,2,Sub Jail Patti,01851-244567,NO,NO,NO,"Ward No.2, Complex Court Road,","Patti, Dist. Tartarn",subjailpatti@gmail.com
State,Punjab,3,Sub Jail,7,3,Sub Jail Fazilka,9815974194,YES,NO,NO,"Near Court Complex Fazilka, Dist. Fazilka",NA,sjail.faz.police@punjab.gov.in
State,Punjab,3,Sub Jail,7,4,Sub Jail Malerkotla,01675-253473,YES,NO,NO,"Dhuri Road, Malerkotla",NA,subjailmalerkotla@gmail.com
State,Punjab,3,Sub Jail,7,5,Sub Jail Phagwara,8146517863,YES,NO,NO,"Banga Road, Bhagwara, Dist. Kapurthala",NA,subjailphagwara@gmail.com
State,Punjab,3,Sub Jail,7,6,Sub Jail Dasuya,01883-285155,YES,NO,NO,"Near SDM Office Dasuya, Dist. Hoshiarpur",NA,subjaildasuya40@gmail.com
State,Punjab,3,Sub Jail,7,7,Sub Jail Pathankot,8146517863,YES,NO,NO,"Near SDM Court Complex, Pathankot",NA,pathankot.jail@gmail.com
State,Punjab,4,Women Jail,1,1,Women Jail Ludhiana,0161-2664216,YES,NO,NO,"Tajpur Road, Ludhiana",NA,womanjailludhiana@gmail.com
State,Punjab,5,Borstal School,1,1,Borstal Jail Ludhiana,0161-2661250,YES,NO,NO,"Tajpur Road, Ludhiana",NA,borstaljail@yahoo.com
State,Punjab,6,Open Jail,1,1,Open Air Jail Nabha,01765-220036,NO,NO,NO,"Dhuri Road, Nabha, Dist. Patiala",NA,ojail.nabha.police@punjab.gov.in
State,Rajasthan,1,Central Jail,9,1,Jaipur,0141-2613851,NO,YES,NO,Central Jail Jaipur,NA,jail-jaip-rj@nic.in
State,Rajasthan,1,Central Jail,9,2,Jodhpur,0291-2650836,NO,NO,NO,"Central Jail Jodhpur, Behind Main Railway Station",Jodhpur-342001,jail-jod-rj@nic.in
State,Rajasthan,1,Central Jail,9,3,Udiapur,0294-2486593/9414234134,NO,NO,NO,Central Jail Udiapur,NA,"jail-uda-rj@nic.in, cjudaipur@yahoo.in"
State,Rajasthan,1,Central Jail,9,4,Bikaner,151-2970004,NO,YES,NO,NA,NA,jail-bik-rj@nic.in
State,Rajasthan,1,Central Jail,9,5,Ajmer,0145-2429900/0145-2621900,YES,YES,YES,"Near Board Office, Jaipur Road, Ajmer",NA,cp.ajmer@gmail.com
State,Rajasthan,1,Central Jail,9,6,Kota,9828193111,NO,NO,NO,NA,NA,jail-kot-rj@nic.in
State,Rajasthan,1,Central Jail,9,7,Bharatpur,05644-260282,NO,NO,NO,Central Jail Bharatpur,NA,bprjail@gmail.com
State,Rajasthan,1,Central Jail,9,8,Sriganganagar,0154-2444153,NO,NO,NO,Central Jail Sriganganagar -335001,NA,jail-gan-rj@nic.in
State,Rajasthan,1,Central Jail,9,9,Alwer,0144-2701269/9413916688,YES,YES,YES,Central Jail Alwar,NA,alwarjail@gmail.com
State,Rajasthan,2,District Jail,24,1,Dholpur,05642-220662,NO,NO,NO,NA,NA,supjaildholpur@gmail.com
State,Rajasthan,2,District Jail,24,2,Tonk,01432-253095/9784000171,NO,NO,NO,NA,NA,icjailtonk@gmail.com
State,Rajasthan,2,District Jail,24,3,Banswara,9950351691/02962-242785,YES,YES,YES,D J Banswara,NA,ic.jail.banswara@gmail.com
State,Rajasthan,2,District Jail,24,4,Baran,9460150514,NO,NO,NO,NA,NA,jail-brn-rj@nic.in
State,Rajasthan,2,District Jail,24,5,Barmer,02982-220165,NO,NO,NO,"Districct Jail, Barmer-344001",NA,barmerjail04@gmail.com
State,Rajasthan,2,District Jail,24,6,Bhilwara,01482-227922,NO,NO,NO,"Near of Ajmer Chouraha, Dist. Jail Bhilwara",NA,dysupdt.bhl@gmail.com
State,Rajasthan,2,District Jail,24,7,Bundi,9828200739,NO,NO,NO,NA,NA,icjailbundi@gmail.com
State,Rajasthan,2,District Jail,24,8,Churu,01562-250292,YES,NO,NO,NA,NA,jail-chu-rj@nic.in
State,Rajasthan,2,District Jail,24,9,Dausa,01427-224320,YES,NO,NO,Dausa,NA,jaildausha002@gmail.com
State,Rajasthan,2,District Jail,24,10,Dungarpur,02964-232391/9166121309,YES,YES,YES,Dungarpur,NA,jail-dun-rj@nic.in
State,Rajasthan,2,District Jail,24,11,Gangapur City,07463-232361,NO,NO,NO,NA,NA,iqbalahmad651@gmail.com
State,Rajasthan,2,District Jail,24,12,Jaisalmer,02992-250931,NO,NO,NO,Dist. Jail Jaisalmer-345001,NA,jail-jai-rj@nic.in
State,Rajasthan,2,District Jail,24,13,Jalore,02973-222476,NO,NO,NO,"Dist. Jail, Jalore-343001",NA,jail-jl-rj@nic.in
State,Rajasthan,2,District Jail,24,14,Jhalawar,9414075046,NO,NO,NO,NA,NA,jail-jha-rj@nic.in
State,Rajasthan,2,District Jail,24,15,Jhunjhunu,1592-232347,NO,NO,NO,Dist. Jail Jhujhunu Krishi Upaj Mandi,"Mandava Road, Jhijhunu",distjailjjn@gmail.com
State,Rajasthan,2,District Jail,24,16,"District Jail, Nagaur",01582-240284,NO,NO,NO,"Near Collectorate, Dist. Jail Nagaur",NA,jail-nag-rj@nic.in
State,Rajasthan,2,District Jail,24,17,Pali,02932-222404,NO,NO,NO,Dist. Jail Pali Behind Collector's Office Pali,NA,NA
State,Rajasthan,2,District Jail,24,18,Pratapgarh,9414322662/01478-222100,YES,YES,YES,D.J. Pratapgarh,NA,dyspjailpgh@gmail.com
State,Rajasthan,2,District Jail,24,19,Rajasmand,9549390255-02952-222580,YES,YES,YES,D J Rajasamand,NA,dysuptdrajasmand@gmail.com
State,Rajasthan,2,District Jail,24,20,Sikar,01572-249167,NO,YES,NO,NA,NA,disttjailskr@yahoo.com
State,Rajasthan,2,District Jail,24,21,Sirohi,02972-222363,NO,NO,NO,Dist. Jai Sirohi-307001,NA,districtjailsirohi@gmail.com
State,Rajasthan,2,District Jail,24,22,Hanumangarh,01552-260715,NO,YES,NO,NA,NA,jail-han-rj@nic.in
State,Rajasthan,2,District Jail,24,23,D.J. Chittorgarh,9414343349/01472-240052,YES,YES,YES,D J Chittorgarh,NA,jail-chi-rj@nic.in
State,Rajasthan,2,District Jail,24,24,Karoli,07464-250355,NO,NO,NO,NA,NA,jail-kar@nic.in
State,Rajasthan,3,Sub Jail,60,1,Beawar,01462-240214/9461025758,NO,NO,NO,Sandaria Beawar,NA,subjailbeawar@gmail.com
State,Rajasthan,3,Sub Jail,60,2,Behror,9024612344,NO,NO,NO,Sub Jail Behror,NA,swamishourabh1@gmail.com
State,Rajasthan,3,Sub Jail,60,3,Kisangarbas,9468590330,NO,NO,NO,NA,NA,NA
State,Rajasthan,3,Sub Jail,60,4,Kushalgarh,9460060898/02965-275304,NO,NO,NO,Sub Jail Kushalgarh Dist. Bhanswara,NA,NA
State,Rajasthan,3,Sub Jail,60,5,Chhabra,9660400120,NO,NO,NO,NA,NA,NA
State,Rajasthan,3,Sub Jail,60,6,Balotra,02988-220396,NO,NO,NO,Sub Jail Balotara Dist. Barmer,NA,NA
State,Rajasthan,3,Sub Jail,60,7,Deeg,05641-220543,NO,NO,NO,NA,NA,mohitrkcldeeg@gmail.com
State,Rajasthan,3,Sub Jail,60,8,Bayana,05648-225766,NO,NO,NO,NA,NA,psps545@gmail.com
State,Rajasthan,3,Sub Jail,60,9,Gangapur,01485-230309,NO,NO,NO,"In front of Satelite, Hospital, Jahajpur",Dist. Bhilwara,NA
State,Rajasthan,3,Sub Jail,60,10,Shapura,01484-22827,NO,NO,NO,Incharge Sub Jail Mahalo ka Chok Shahpura,Dist. Bhilwara,NA
State,Rajasthan,3,Sub Jail,60,11,Gulabpura,01483-223817,NO,NO,NO,"Sub jail, Near of Court, gulab Pura",Dist. Bhilwara,NA
State,Rajasthan,3,Sub Jail,60,12,Mandalgarh,01489-23244,NO,NO,NO,"Incharge Sub Jail in front of Court, Kota Road","Mandak Garh, Dist. Bhilwara",NA
State,Rajasthan,3,Sub Jail,60,13,Jahajpur,01485-230309,NO,NO,NO,"Incharge Sub Jail, in Front of Satelite, Hospital",Jahajpur Dist. Bhilwara,NA
State,Rajasthan,3,Sub Jail,60,14,Nokha,01531-220443,NO,NO,NO,backside of Karshi Area Sadar Jail Okha phon,NA,jailnokha@gmail.com
State,Rajasthan,3,Sub Jail,60,15,Nainwa,9783098725,NO,NO,NO,NA,NA,NA
State,Rajasthan,3,Sub Jail,60,16,Rajgarh,01559-225129,NO,NO,NO,NA,NA,NA
State,Rajasthan,3,Sub Jail,60,17,Ratangarh,01567-222219,NO,NO,NO,NA,NA,NA
State,Rajasthan,3,Sub Jail,60,18,Nimbahera,9414365307/01477-221437,NO,NO,NO,Sub Jail Nimbahera Dist. Chittorgarh,NA,NA
State,Rajasthan,3,Sub Jail,60,19,Choti Sadari,9680463436/01473-262163,NO,NO,NO,Sub Jail Choti Sadari Dist. Pratapgarh,NA,jelar2014.jc@gmail.com
State,Rajasthan,3,Sub Jail,60,20,Bengu,01474-230023,NO,NO,NO,"Sub Jail Bengu, Dist. Chittorgarh",NA,jail.begun.raj@gmail.com
State,Rajasthan,3,Sub Jail,60,21,Kapasan,9799143702-01476-230130,NO,NO,NO,"Sub Jail Kapasan, Dist. Chittorgarh",NA,NA
State,Rajasthan,3,Sub Jail,60,22,Bandikui,01420-216411,NO,NO,NO,Sub Jail Bandikui,NA,adityavyas@gmail.com
State,Rajasthan,3,Sub Jail,60,23,Sagwara,9929244259/02966-254711,NO,NO,NO,"Sub Jail Sagwara, Dist. Dungarpur",NA,NA
State,Rajasthan,3,Sub Jail,60,24,Raisinghnagar,01507-220061,NO,NO,NO,Sub Jail Raisinghnagar,NA,jitenderarora500@gmail.com
State,Rajasthan,3,Sub Jail,60,25,Srikaranpur,01501-226973,NO,NO,NO,Sub jail Srikaranpur,NA,limbacomputers@gmail.com
State,Rajasthan,3,Sub Jail,60,26,Bhadra,01504-22158,NO,NO,NO,NA,NA,NA
State,Rajasthan,3,Sub Jail,60,27,Surat Garh,01509-222148,NO,NO,NO,Sub jail Suratgarh,NA,jailsuratgarh@gmail.com
State,Rajasthan,3,Sub Jail,60,28,Nohrar,01555-221156,NO,NO,NO,NA,NA,NA
State,Rajasthan,3,Sub Jail,60,29,Sambher,01425-214492,NO,NO,NO,Sub Jail Sambharlake,NA,NA
State,Rajasthan,3,Sub Jail,60,30,Kotputli,01421-215264/9468856117,NO,NO,NO,Sub Jail Kotputli,NA,NA
State,Rajasthan,3,Sub Jail,60,31,Pokran,02994-222632,NO,NO,NO,"Sub Jail Pokran, Jaisalmer Road, Pokran",Dist. Jaisalmer-345021,NA
State,Rajasthan,3,Sub Jail,60,32,Bhinmal,02969-221300,NO,NO,NO,"Sub Jail, Bheenmal, Dist. Jalore-343029",NA,mbg352@gmail.com
State,Rajasthan,3,Sub Jail,60,33,Sanchore,02979-283654,NO,NO,NO,"sub Jail, Sanchor, Dist. Jalore-343041",NA,vajhelacyber2005@gmail.com
State,Rajasthan,3,Sub Jail,60,34,Aklera,9460939145,NO,NO,NO,NA,NA,NA
State,Rajasthan,3,Sub Jail,60,35,Bhawani Mandi,9772782863,NO,NO,NO,NA,NA,NA
State,Rajasthan,3,Sub Jail,60,36,Khetri,7891973070,NO,NO,NO,Sub Jail Near Govt. Ajit Hospital Khetri,NA,NA
State,Rajasthan,3,Sub Jail,60,37,Falaudi,02925-222320,NO,NO,NO,sub Jail Phalaudi Dist. Jodhpur-342301,NA,NA
State,Rajasthan,3,Sub Jail,60,38,Bilara,02930-222420,NO,NO,NO,Sub Jail Bilara (Pichyag) Dist. Jodhpur-342002,NA,NA
State,Rajasthan,3,Sub Jail,60,39,Sangod,9602055414,NO,NO,NO,NA,NA,muskantelecom8@gmail.com
State,Rajasthan,3,Sub Jail,60,40,Ramganjmandi,9414764716,NO,NO,NO,NA,NA,dineshprinters2009@gmail.com
State,Rajasthan,3,Sub Jail,60,41,Parbatsar,01589-270066,NO,NO,NO,"Sub Jail Parabatsar, Dist. Nagaur",NA,NA
State,Rajasthan,3,Sub Jail,60,42,Merta City,01590-220957,NO,NO,NO,"SubJail Merta City, Dist. Nagaur",NA,NA
State,Rajasthan,3,Sub Jail,60,43,Deedwana,01580-220399,NO,NO,NO,"Sub Jail Didwana, Dist. Nagaur",NA,NA
State,Rajasthan,3,Sub Jail,60,44,Bali,02938-222264,NO,NO,NO,Sub Jail Bali Dist. Pali-36701,NA,balijail67@gmail.com
State,Rajasthan,3,Sub Jail,60,45,Sojat City,02960-222263,NO,NO,NO,"sub Jail Sojat city, Dist. Pali-306104",NA,NA
State,Rajasthan,3,Sub Jail,60,46,Jaitaran,02939-200456,NO,NO,NO,"Sub Jail, Jaitaran Dist. Pali",NA,NA
State,Rajasthan,3,Sub Jail,60,47,Bhim,02951-250060,NO,NO,NO,Sub Jail Bhim Dist. Rajasmand,NA,NA
State,Rajasthan,3,Sub Jail,60,48,Swaimadhopur,07462-220348,NO,NO,NO,NA,NA,tchandra-gupta85@gmail.com
State,Rajasthan,3,Sub Jail,60,49,Hindon,07469-232864,NO,NO,NO,NA,NA,vstdhnd@gmail.com
State,Rajasthan,3,Sub Jail,60,50,Neemkathana,01572-230097,NO,NO,NO,Sub Jail Neemkathana,NA,NA
State,Rajasthan,3,Sub Jail,60,51,Fatehpur Shekhawati,01571-232272,NO,NO,NO,"Sub Jail Fatehpur, Shekhawati",NA,NA
State,Rajasthan,3,Sub Jail,60,52,Abu Road,02974-222874,NO,NO,NO,"Sub Jail, Aabu Road, Dist. Sirohi-307026",NA,NA
State,Rajasthan,3,Sub Jail,60,53,Malpura,01437-226328,NO,NO,NO,NA,NA,NA
State,Rajasthan,3,Sub Jail,60,54,Kanor,02957-233380/9784292634,NO,NO,NO,"Sub Jail Kanor, Dist. Udaipur",NA,NA
State,Rajasthan,3,Sub Jail,60,55,Kotara,02958-227849/9828273815,NO,NO,NO,"Sub Jail Kotara, Dist. Udaipur",NA,NA
State,Rajasthan,3,Sub Jail,60,56,Mavli,02955-263196/9460803592,NO,NO,NO,"Sub ail Mavli, Dist. Udaipur",NA,NA
State,Rajasthan,3,Sub Jail,60,57,Salumber,02906-232369/9799854564,NO,NO,NO,"Sub Jail Salumber, Dist. Udaipur",NA,NA
State,Rajasthan,3,Sub Jail,60,58,Jhadol,02959-270046/9983783478,NO,NO,NO,sub Jail Jhadol Dist. Udaipur,NA,NA
State,Rajasthan,3,Sub Jail,60,59,Atru,9414991851,NO,NO,NO,NA,NA,rajcompatru@gmail.com
State,Rajasthan,3,Sub Jail,60,60,Anupgarh,01498-252555,NO,NO,NO,Sub Jail Anupgarh,NA,jailanupgarh@gmail.com
State,Rajasthan,4,Women Jail,2,1,Mahila Bandi Sudhargrih Jaipur,NA,NO,YES,NO,Mahila Bandi Sudhargarh Ghategate Jaipur,NA,NA
State,Rajasthan,4,Women Jail,2,2,Women Prison Jodhpur,0291-2650838,NO,NO,NO,"Near Central Jail, Jodhpur-342001",NA,jail-jod-rj@nic.in
State,Rajasthan,5,Borstal School,1,1,Bal Sudhar Grah Jaitaran,9413484767/02939-200456,NO,NO,NO,"Sub Jail Jaitaran, Dist. Pali-306302",NA,NA
State,Rajasthan,6,Open Jail,29,1,Open Air Camp Sanganer,NA,NO,NO,NO,Dr. Sampurnanand Open air Camp. Sanganer Jaipur,NA,NA
State,Rajasthan,6,Open Jail,29,2,Open Air Camp Durgapura,NA,NO,NO,NO,Open Air Camp,NA,NA
State,Rajasthan,6,Open Jail,29,3,OAC Jaitsar,NA,NO,NO,NO,OAC Jaitsar Sriganganagar,NA,NA
State,Rajasthan,6,Open Jail,29,4,Open Air Camp Mandor Jodhpur,NA,NO,NO,NO,Near Mandor Garden Open air Camp Mandor,Dist. Jodhpur-342007,NA
State,Rajasthan,6,Open Jail,29,5,Open Camp Bharatpur,05644-260282,NO,NO,NO,Central Jail Bharatpur,NA,bprjail@gmail.com
State,Rajasthan,6,Open Jail,29,6,Beechawal,NA,NO,NO,NO,Open Camp Beechwel,NA,NA
State,Rajasthan,6,Open Jail,29,7,Hanumangarh,NA,NO,NO,NO,Kohala Form Hanuangarh Town,NA,NA
State,Rajasthan,6,Open Jail,29,8,Udaipur,0294-2486593/9414234134,NO,NO,NO,Dist. Udaipur,NA,cjudaipur@yahoo.in
State,Rajasthan,6,Open Jail,29,9,Open Air Camp Alwar,NA,NO,NO,NO,Open Air Camp Alwar,NA,NA
State,Rajasthan,6,Open Jail,29,10,Kota,7597141092,NO,NO,NO,NA,NA,NA
State,Rajasthan,6,Open Jail,29,11,OAC Sriganganagar,NA,NO,NO,NO,OAC Sriganganagar,NA,NA
State,Rajasthan,6,Open Jail,29,12,"Open Air Camp Keshvana, Jalore",NA,NO,NO,NO,"Agriculture Research Centre, Keshvana, Open Air Ca",Keshvana Dist. Jalore-343001,NA
State,Rajasthan,6,Open Jail,29,13,Bhad un Beechwel,NA,NO,NO,NO,Open Camp Bhad un Beechwel,NA,NA
State,Rajasthan,6,Open Jail,29,14,Open Camp Sikar,01572-249167,NO,NO,NO,Jail Campus Sikar,NA,NA
State,Rajasthan,6,Open Jail,29,15,Open Air Camp Jhujhunu,NA,NO,NO,NO,Open Camp Jhujhunu,NA,NA
State,Rajasthan,6,Open Jail,29,16,"Open Jail, Tonk",01432-253095/9784000171,NO,NO,NO,NA,NA,icjailtonk@gmail.com
State,Rajasthan,6,Open Jail,29,17,Chittorgarh,9414343349/01472-240052,NO,NO,NO,Dist. Chittorgarh,NA,jail-chi-rj@nic.in
State,Rajasthan,6,Open Jail,29,18,Dholpur,05642-220662,NO,NO,NO,NA,NA,bprjail@gmail.com
State,Rajasthan,6,Open Jail,29,19,Open Air Camp Jaisalmer,NA,NO,NO,NO,"Open Air Camp Jaisalmer, Dist. Jaisalmer-345001",NA,NA
State,Rajasthan,6,Open Jail,29,20,Pratapgarh,9414322662/01478-222100,NO,NO,NO,Dist. Pratapgarh,NA,dyspjailpgh@gmail.com
State,Rajasthan,6,Open Jail,29,21,Open Air Camp Barmer,NA,NO,NO,NO,"Near Dist. Jail Barmer, Open Air Camp",Barmer Dist. Barmer-344001,NA
State,Rajasthan,6,Open Jail,29,22,"Open Jail, Bhilwara",01482-227922,NO,NO,NO,NA,NA,dysupdt.bhl@gmail.com
State,Rajasthan,6,Open Jail,29,23,"Open Jail, Nagaur",01582-240284,NO,NO,NO,"Near Collectorate, Dist. Jail Nagaur",NA,"jailnagaur@gmail.com, jail-nag-rj@nic.in"
State,Rajasthan,6,Open Jail,29,24,OAC Narsinghpura,NA,NO,NO,NO,OAC Narsinghpura Sriganganagar,NA,NA
State,Rajasthan,6,Open Jail,29,25,Open Camp Khatusyamji,9667311321,NO,NO,NO,Kisan Go Sewa Samiti Khatusyamji OAC Parbhari,NA,NA
State,Rajasthan,6,Open Jail,29,26,Shree Krishan Ghushala Goluwala,NA,NO,NO,NO,Goluwala Hanungarh,NA,NA
State,Rajasthan,6,Open Jail,29,27,Kalyan Bhumi Sriganganagar,NA,NO,NO,NO,Goshala Sriganganagar,NA,NA
State,Rajasthan,6,Open Jail,29,28,Pakasarana,NA,NO,NO,NO,Pakasarana,NA,NA
State,Rajasthan,6,Open Jail,29,29,Revasa (Sikar),NA,NO,NO,NO,Open Jail Reasa (Sikar),NA,NA
State,Rajasthan,7,Special Jail,1,1,High Security Jail Ajmer,"0145-2787416, 9414016899",NO,NO,NO,NA,NA,hs.ajmrj@gmail.com
State,Rajasthan,8,Other Jail,1,1,High Security Jail Ajmer,9414016899/0145-2787416,NO,NO,NO,NA,NA,hs.ajmrj@gmail.com
State,Sikkim,1,Central Jail,1,1,Central Prison Rongyek East Sikkim,9800002600,NO,NO,NO,Sr. S.P. Prisons/ H O D,NA,NA
State,Sikkim,2,District Jail,1,1,"District Prison Namchi, South Sikkim",9593582844,NO,NO,NO,NA,NA,NA
State,Tamil Nadu,1,Central Jail,9,1,Central Prison-I Puzhal,4426590615,YES,NO,NO,"Puzhal,",NA,centralprison1@gmail.com
State,Tamil Nadu,1,Central Jail,9,2,Central Prison-II Puzhal,4426590350,YES,NO,NO,Puzhal,NA,centralprison2@gmail.com
State,Tamil Nadu,1,Central Jail,9,3,Central Prison Vellore,0416 2220003,YES,NO,NO,"Thorapadi, Vellore",NA,supdtpri@bsnl.in
State,Tamil Nadu,1,Central Jail,9,4,Central Prison Cuddalore,04142-235027,YES,NO,NO,"Keppermalai, Cuddalore",NA,centralprisoncud@gmail.com
State,Tamil Nadu,1,Central Jail,9,5,Central Prison Salem,0427-2403551,YES,NO,NO,Yercaud Main Road Salem,NA,cpsalem@gmail.com
State,Tamil Nadu,1,Central Jail,9,6,Central Prison Coimbatore,0422-2303062,YES,NO,NO,Gandhipuram Coimbatore,NA,cpcbe18@gmail.com
State,Tamil Nadu,1,Central Jail,9,7,Central Prison Trichy,0431 2333212,YES,NO,NO,"Puddukottai Road, Trichy-620020",NA,supdtcjl@bsnl.in
