state_name,is_state,year,gender,sentence_period,age_16_18_years,age_18_30_years,age_30_50_years,age_50_above
Orissa,1,2002,Male,1 Less than 2 years,0,49,80,44
Orissa,1,2002,Male,6 months less than 1 Yr.,3,43,57,45
Orissa,1,2002,Male,3 - 6 months,0,25,55,15
Orissa,1,2002,Male,Less than 3 months,0,24,37,10
Orissa,1,2003,Male,Capital Punishment,0,0,0,0
Orissa,1,2003,Male,Life Imprisonment,0,491,981,231
Orissa,1,2003,Male,10-13 Plus years,0,73,107,79
Orissa,1,2003,Male,7-9 Plus years,0,58,85,55
Orissa,1,2003,Male,5-6 Plus years,0,51,152,31
Orissa,1,2003,Male,2-4 Plus years,3,65,117,30
Orissa,1,2003,Male,1 Less than 2 years,0,41,94,36
Orissa,1,2003,Male,6 months less than 1 Yr.,1,48,73,31
Orissa,1,2003,Male,3 - 6 months,0,31,89,48
Orissa,1,2003,Male,Less than 3 months,0,33,80,12
Orissa,1,2004,Male,Capital Punishment,0,0,5,0
Orissa,1,2004,Male,Life Imprisonment,3,591,1101,298
Orissa,1,2004,Male,10-13 Plus years,1,105,102,19
Orissa,1,2004,Male,7-9 Plus years,0,124,84,17
Orissa,1,2004,Male,5-6 Plus years,0,93,120,15
Orissa,1,2004,Male,2-4 Plus years,0,82,70,8
Orissa,1,2004,Male,1 Less than 2 years,0,94,121,10
Orissa,1,2004,Male,6 months less than 1 Yr.,0,74,48,0
Orissa,1,2004,Male,3 - 6 months,0,26,22,0
Orissa,1,2004,Male,Less than 3 months,0,239,143,0
Orissa,1,2005,Male,Capital Punishment,0,0,0,0
Orissa,1,2005,Male,Life Imprisonment,0,651,1002,272
Orissa,1,2005,Male,10-13 Plus years,0,114,124,20
Orissa,1,2005,Male,7-9 Plus years,0,166,119,25
Orissa,1,2005,Male,5-6 Plus years,0,150,115,21
Orissa,1,2005,Male,2-4 Plus years,0,140,91,9
Orissa,1,2005,Male,1 Less than 2 years,0,86,82,6
Orissa,1,2005,Male,6 months less than 1 Yr.,0,63,63,10
Orissa,1,2005,Male,3 - 6 months,0,40,54,1
Orissa,1,2005,Male,Less than 3 months,0,44,414,226
Orissa,1,2006,Male,Capital Punishment,0,0,7,0
Orissa,1,2006,Male,Life Imprisonment,0,631,1059,241
Orissa,1,2006,Male,10-13 Plus years,0,135,150,31
Orissa,1,2006,Male,7-9 Plus years,0,114,133,131
Orissa,1,2006,Male,5-6 Plus years,0,169,171,35
Orissa,1,2006,Male,2-4 Plus years,0,98,84,25
Orissa,1,2006,Male,1 Less than 2 years,0,113,87,21
Orissa,1,2006,Male,6 months less than 1 Yr.,0,67,84,21
Orissa,1,2006,Male,3 - 6 months,0,34,69,10
Orissa,1,2006,Male,Less than 3 months,0,182,339,33
Orissa,1,2007,Male,Capital Punishment,0,8,6,0
Orissa,1,2007,Male,Life Imprisonment,0,823,1701,311
Orissa,1,2007,Male,10-13 Plus years,0,148,103,39
Orissa,1,2007,Male,7-9 Plus years,0,84,65,74
Orissa,1,2007,Male,5-6 Plus years,0,173,45,41
Orissa,1,2007,Male,2-4 Plus years,0,106,32,23
Orissa,1,2007,Male,1 Less than 2 years,0,127,67,19
Orissa,1,2007,Male,6 months less than 1 Yr.,0,79,10,21
Orissa,1,2007,Male,3 - 6 months,0,38,3,10
Orissa,1,2007,Male,Less than 3 months,0,35,6,45
Orissa,1,2008,Male,Capital Punishment,0,0,0,0
Orissa,1,2008,Male,Life Imprisonment,0,1037,1304,477
Orissa,1,2008,Male,10-13 Plus years,0,83,90,18
Orissa,1,2008,Male,7-9 Plus years,0,50,73,31
Orissa,1,2008,Male,5-6 Plus years,0,71,84,19
Orissa,1,2008,Male,2-4 Plus years,0,43,51,6
Orissa,1,2008,Male,1 Less than 2 years,0,29,39,1
Orissa,1,2008,Male,6 months less than 1 Yr.,0,56,76,1
Orissa,1,2008,Male,3 - 6 months,0,64,73,1
Orissa,1,2008,Male,Less than 3 months,0,166,223,12
Orissa,1,2009,Male,Capital Punishment,0,0,0,0
Orissa,1,2009,Male,Life Imprisonment,0,935,1235,419
Orissa,1,2009,Male,10-13 Plus years,0,79,86,14
Orissa,1,2009,Male,7-9 Plus years,0,46,70,30
Orissa,1,2009,Male,5-6 Plus years,0,69,81,19
Orissa,1,2009,Male,2-4 Plus years,0,43,51,6
Orissa,1,2009,Male,1 Less than 2 years,0,29,24,1
Orissa,1,2009,Male,6 months less than 1 Yr.,0,46,68,1
Orissa,1,2009,Male,3 - 6 months,0,52,68,1
Orissa,1,2009,Male,Less than 3 months,0,184,246,12
Orissa,1,2010,Male,Capital Punishment,0,0,2,0
Orissa,1,2010,Male,Life Imprisonment,0,901,1192,373
Orissa,1,2010,Male,10-13 Plus years,0,82,91,17
Orissa,1,2010,Male,7-9 Plus years,0,51,74,28
Orissa,1,2010,Male,5-6 Plus years,0,75,85,18
Orissa,1,2010,Male,2-4 Plus years,0,44,51,6
Orissa,1,2010,Male,1 Less than 2 years,0,31,24,9
Orissa,1,2010,Male,6 months less than 1 Yr.,0,47,52,8
Orissa,1,2010,Male,3 - 6 months,0,49,69,12
Orissa,1,2010,Male,Less than 3 months,0,171,255,20
Orissa,1,2011,Male,Capital Punishment,0,0,2,0
Orissa,1,2011,Male,Life Imprisonment,0,593,750,264
Orissa,1,2011,Male,10-13 Plus years,0,235,270,70
Orissa,1,2011,Male,7-9 Plus years,0,231,182,64
Orissa,1,2011,Male,5-6 Plus years,0,0,0,0
Orissa,1,2011,Male,2-4 Plus years,0,128,127,37
Orissa,1,2011,Male,1 Less than 2 years,0,128,210,17
Orissa,1,2011,Male,6 months less than 1 Yr.,0,72,185,24
Orissa,1,2011,Male,3 - 6 months,0,0,0,0
Orissa,1,2011,Male,Less than 3 months,0,0,0,0
Orissa,1,2012,Male,Capital Punishment,0,0,0,0
Orissa,1,2012,Male,Life Imprisonment,0,693,646,410
Orissa,1,2012,Male,10-13 Plus years,0,236,266,98
Orissa,1,2012,Male,7-9 Plus years,0,229,178,60
Orissa,1,2012,Male,5-6 Plus years,0,124,123,33
Orissa,1,2012,Male,2-4 Plus years,0,124,115,13
Orissa,1,2012,Male,1 Less than 2 years,0,68,81,28
Orissa,1,2012,Male,6 months less than 1 Yr.,0,0,0,0
Orissa,1,2012,Male,3 - 6 months,0,0,0,0
Orissa,1,2012,Male,Less than 3 months,0,0,0,0
Punjab,1,2001,Male,Capital Punishment,0,0,0,0
Punjab,1,2001,Male,Life Imprisonment,0,483,218,115
Punjab,1,2001,Male,10-13 Plus years,0,118,127,97
Punjab,1,2001,Male,7-9 Plus years,0,135,136,62
Punjab,1,2001,Male,5-6 Plus years,0,88,70,37
Punjab,1,2001,Male,2-4 Plus years,0,88,100,55
Punjab,1,2001,Male,1 Less than 2 years,0,92,90,40
Punjab,1,2001,Male,6 months less than 1 Yr.,0,135,90,87
Punjab,1,2001,Male,3 - 6 months,0,127,195,85
Punjab,1,2001,Male,Less than 3 months,0,200,214,240
Punjab,1,2002,Male,Capital Punishment,0,0,0,0
Punjab,1,2002,Male,Life Imprisonment,0,585,220,35
Punjab,1,2002,Male,10-13 Plus years,0,125,225,15
Punjab,1,2002,Male,7-9 Plus years,0,134,130,19
Punjab,1,2002,Male,5-6 Plus years,0,80,175,25
Punjab,1,2002,Male,2-4 Plus years,0,90,111,10
Punjab,1,2002,Male,1 Less than 2 years,0,95,120,8
Punjab,1,2002,Male,6 months less than 1 Yr.,0,180,190,15
Punjab,1,2002,Male,3 - 6 months,0,130,200,14
Punjab,1,2002,Male,Less than 3 months,0,541,232,21
Punjab,1,2003,Male,Capital Punishment,0,0,0,0
Punjab,1,2003,Male,Life Imprisonment,0,563,229,39
Punjab,1,2003,Male,10-13 Plus years,0,117,227,48
Punjab,1,2003,Male,7-9 Plus years,0,145,144,82
Punjab,1,2003,Male,5-6 Plus years,0,89,173,12
Punjab,1,2003,Male,2-4 Plus years,0,93,121,11
Punjab,1,2003,Male,1 Less than 2 years,0,178,192,17
Punjab,1,2003,Male,6 months less than 1 Yr.,0,128,198,209
Punjab,1,2003,Male,3 - 6 months,0,124,201,13
Punjab,1,2003,Male,Less than 3 months,0,616,78,106
Punjab,1,2004,Male,Capital Punishment,0,0,0,0
Punjab,1,2004,Male,Life Imprisonment,0,582,298,45
Punjab,1,2004,Male,10-13 Plus years,0,206,285,56
Punjab,1,2004,Male,7-9 Plus years,0,172,156,70
Punjab,1,2004,Male,5-6 Plus years,0,126,230,15
Punjab,1,2004,Male,2-4 Plus years,0,102,161,17
Punjab,1,2004,Male,1 Less than 2 years,0,218,185,12
Punjab,1,2004,Male,6 months less than 1 Yr.,0,176,207,196
Punjab,1,2004,Male,3 - 6 months,0,138,111,119
Punjab,1,2004,Male,Less than 3 months,0,578,120,170
Punjab,1,2005,Male,Capital Punishment,0,0,0,0
Punjab,1,2005,Male,Life Imprisonment,0,320,302,268
Punjab,1,2005,Male,10-13 Plus years,0,175,238,185
Punjab,1,2005,Male,7-9 Plus years,0,125,126,144
Punjab,1,2005,Male,5-6 Plus years,0,116,251,71
Punjab,1,2005,Male,2-4 Plus years,0,100,138,264
Punjab,1,2005,Male,1 Less than 2 years,0,190,188,134
Punjab,1,2005,Male,6 months less than 1 Yr.,0,132,179,175
Punjab,1,2005,Male,3 - 6 months,0,93,215,52
Punjab,1,2005,Male,Less than 3 months,0,332,232,90
Punjab,1,2006,Male,Capital Punishment,0,0,0,0
Punjab,1,2006,Male,Life Imprisonment,0,592,313,50
Punjab,1,2006,Male,10-13 Plus years,0,231,259,77
Punjab,1,2006,Male,7-9 Plus years,0,182,143,96
Punjab,1,2006,Male,5-6 Plus years,0,152,252,14
Punjab,1,2006,Male,2-4 Plus years,0,125,155,167
Punjab,1,2006,Male,1 Less than 2 years,0,241,207,36
Punjab,1,2006,Male,6 months less than 1 Yr.,0,168,189,77
Punjab,1,2006,Male,3 - 6 months,0,145,227,35
Punjab,1,2006,Male,Less than 3 months,0,634,243,73
Punjab,1,2007,Male,Capital Punishment,0,0,0,0
Punjab,1,2007,Male,Life Imprisonment,0,421,296,187
Punjab,1,2007,Male,10-13 Plus years,0,201,247,286
Punjab,1,2007,Male,7-9 Plus years,0,109,126,173
Punjab,1,2007,Male,5-6 Plus years,0,99,241,97
Punjab,1,2007,Male,2-4 Plus years,0,83,143,155
Punjab,1,2007,Male,1 Less than 2 years,0,127,196,27
Punjab,1,2007,Male,6 months less than 1 Yr.,0,157,177,171
Punjab,1,2007,Male,3 - 6 months,0,92,217,136
Punjab,1,2007,Male,Less than 3 months,0,211,223,147
Punjab,1,2008,Male,Capital Punishment,0,0,0,0
Punjab,1,2008,Male,Life Imprisonment,0,446,315,199
Punjab,1,2008,Male,10-13 Plus years,0,219,266,299
Punjab,1,2008,Male,7-9 Plus years,0,127,145,184
Punjab,1,2008,Male,5-6 Plus years,0,117,260,107
Punjab,1,2008,Male,2-4 Plus years,0,101,162,168
Punjab,1,2008,Male,1 Less than 2 years,0,145,215,38
Punjab,1,2008,Male,6 months less than 1 Yr.,0,175,196,183
Punjab,1,2008,Male,3 - 6 months,0,110,236,151
Punjab,1,2008,Male,Less than 3 months,0,229,243,171
Punjab,1,2009,Male,Capital Punishment,0,0,0,0
Punjab,1,2009,Male,Life Imprisonment,0,810,521,22
Punjab,1,2009,Male,10-13 Plus years,0,395,305,18
Punjab,1,2009,Male,7-9 Plus years,0,220,241,16
Punjab,1,2009,Male,5-6 Plus years,0,310,180,20
Punjab,1,2009,Male,2-4 Plus years,0,250,175,15
Punjab,1,2009,Male,1 Less than 2 years,0,360,181,14
Punjab,1,2009,Male,6 months less than 1 Yr.,0,310,160,22
Punjab,1,2009,Male,3 - 6 months,0,460,221,37
Punjab,1,2009,Male,Less than 3 months,0,542,264,17
Punjab,1,2010,Male,Capital Punishment,0,0,0,0
Punjab,1,2010,Male,Life Imprisonment,0,569,400,42
Punjab,1,2010,Male,10-13 Plus years,0,425,325,17
Punjab,1,2010,Male,7-9 Plus years,0,245,271,14
Punjab,1,2010,Male,5-6 Plus years,0,380,202,21
Punjab,1,2010,Male,2-4 Plus years,0,322,190,16
Punjab,1,2010,Male,1 Less than 2 years,0,491,196,15
Punjab,1,2010,Male,6 months less than 1 Yr.,0,366,285,25
Punjab,1,2010,Male,3 - 6 months,0,543,249,35
Punjab,1,2010,Male,Less than 3 months,0,468,181,0
Punjab,1,2011,Male,Capital Punishment,0,8,0,0
Punjab,1,2011,Male,Life Imprisonment,0,701,465,39
Punjab,1,2011,Male,10-13 Plus years,0,496,380,15
Punjab,1,2011,Male,7-9 Plus years,0,403,306,12
Punjab,1,2011,Male,5-6 Plus years,0,420,227,20
Punjab,1,2011,Male,2-4 Plus years,0,372,210,16
Punjab,1,2011,Male,1 Less than 2 years,0,531,226,15
Punjab,1,2011,Male,6 months less than 1 Yr.,0,380,315,25
Punjab,1,2011,Male,3 - 6 months,0,544,257,34
Punjab,1,2011,Male,Less than 3 months,0,466,189,0
Punjab,1,2012,Male,Capital Punishment,0,2,11,1
Punjab,1,2012,Male,Life Imprisonment,0,896,995,378
Punjab,1,2012,Male,10-13 Plus years,0,567,1056,286
Punjab,1,2012,Male,7-9 Plus years,0,223,453,181
Punjab,1,2012,Male,5-6 Plus years,0,207,296,102
Punjab,1,2012,Male,2-4 Plus years,0,104,275,77
Punjab,1,2012,Male,1 Less than 2 years,0,112,214,97
Punjab,1,2012,Male,6 months less than 1 Yr.,0,121,208,72
Punjab,1,2012,Male,3 - 6 months,0,72,127,45
Punjab,1,2012,Male,Less than 3 months,0,87,122,37
Rajasthan,1,2001,Male,Capital Punishment,0,0,0,0
Rajasthan,1,2001,Male,Life Imprisonment,4,711,1279,391
Rajasthan,1,2001,Male,10-13 Plus years,0,154,190,38
Rajasthan,1,2001,Male,7-9 Plus years,3,179,220,55
Rajasthan,1,2001,Male,5-6 Plus years,0,71,132,28
Rajasthan,1,2001,Male,2-4 Plus years,1,88,135,27
Rajasthan,1,2001,Male,1 Less than 2 years,0,30,40,12
Rajasthan,1,2001,Male,6 months less than 1 Yr.,1,64,114,21
Rajasthan,1,2001,Male,3 - 6 months,0,24,26,3
Rajasthan,1,2001,Male,Less than 3 months,0,14,22,3
Rajasthan,1,2002,Male,Capital Punishment,0,0,3,0
Rajasthan,1,2002,Male,Life Imprisonment,0,876,1260,396
Rajasthan,1,2002,Male,10-13 Plus years,0,212,267,43
Rajasthan,1,2002,Male,7-9 Plus years,0,184,178,87
Rajasthan,1,2002,Male,5-6 Plus years,0,158,157,40
Rajasthan,1,2002,Male,2-4 Plus years,0,146,123,41
Rajasthan,1,2002,Male,1 Less than 2 years,0,118,116,21
Rajasthan,1,2002,Male,6 months less than 1 Yr.,0,76,83,20
Rajasthan,1,2002,Male,3 - 6 months,1,67,59,14
Rajasthan,1,2002,Male,Less than 3 months,0,28,11,5
Rajasthan,1,2003,Male,Capital Punishment,0,5,6,0
Rajasthan,1,2003,Male,Life Imprisonment,0,1566,1681,542
Rajasthan,1,2003,Male,10-13 Plus years,0,197,234,104
Rajasthan,1,2003,Male,7-9 Plus years,0,261,267,68
Rajasthan,1,2003,Male,5-6 Plus years,0,131,110,40
Rajasthan,1,2003,Male,2-4 Plus years,0,129,128,28
Rajasthan,1,2003,Male,1 Less than 2 years,0,75,63,14
Rajasthan,1,2003,Male,6 months less than 1 Yr.,0,58,50,10
Rajasthan,1,2003,Male,3 - 6 months,0,34,29,4
Rajasthan,1,2003,Male,Less than 3 months,0,18,9,0
Rajasthan,1,2004,Male,Capital Punishment,0,0,8,2
Rajasthan,1,2004,Male,Life Imprisonment,0,1362,1804,605
Rajasthan,1,2004,Male,10-13 Plus years,0,122,163,37
Rajasthan,1,2004,Male,7-9 Plus years,0,226,106,38
Rajasthan,1,2004,Male,5-6 Plus years,0,80,92,36
Rajasthan,1,2004,Male,2-4 Plus years,0,120,165,59
Rajasthan,1,2004,Male,1 Less than 2 years,0,111,85,34
Rajasthan,1,2004,Male,6 months less than 1 Yr.,0,94,79,18
Rajasthan,1,2004,Male,3 - 6 months,0,106,34,24
Rajasthan,1,2004,Male,Less than 3 months,0,29,14,6
Rajasthan,1,2005,Male,Capital Punishment,0,4,3,1
Rajasthan,1,2005,Male,Life Imprisonment,0,1115,1702,367
Rajasthan,1,2005,Male,10-13 Plus years,0,347,195,69
Rajasthan,1,2005,Male,7-9 Plus years,0,193,137,37
Rajasthan,1,2005,Male,5-6 Plus years,0,183,143,46
Rajasthan,1,2005,Male,2-4 Plus years,0,144,174,51
Rajasthan,1,2005,Male,1 Less than 2 years,0,81,62,25
Rajasthan,1,2005,Male,6 months less than 1 Yr.,0,46,55,13
Rajasthan,1,2005,Male,3 - 6 months,0,53,43,12
Rajasthan,1,2005,Male,Less than 3 months,0,43,35,12
Rajasthan,1,2006,Male,Capital Punishment,0,2,4,3
Rajasthan,1,2006,Male,Life Imprisonment,0,1045,1743,420
Rajasthan,1,2006,Male,10-13 Plus years,0,171,333,42
Rajasthan,1,2006,Male,7-9 Plus years,0,158,278,37
Rajasthan,1,2006,Male,5-6 Plus years,0,161,160,59
Rajasthan,1,2006,Male,2-4 Plus years,0,131,188,44
Rajasthan,1,2006,Male,1 Less than 2 years,0,81,60,26
Rajasthan,1,2006,Male,6 months less than 1 Yr.,0,47,37,10
Rajasthan,1,2006,Male,3 - 6 months,0,49,47,24
Rajasthan,1,2006,Male,Less than 3 months,0,14,15,17
Rajasthan,1,2007,Male,Capital Punishment,0,3,5,0
Rajasthan,1,2007,Male,Life Imprisonment,0,904,1812,641
Rajasthan,1,2007,Male,10-13 Plus years,0,234,393,45
Rajasthan,1,2007,Male,7-9 Plus years,0,208,170,43
Rajasthan,1,2007,Male,5-6 Plus years,0,140,119,17
Rajasthan,1,2007,Male,2-4 Plus years,0,143,192,46
Rajasthan,1,2007,Male,1 Less than 2 years,0,112,97,25
Rajasthan,1,2007,Male,6 months less than 1 Yr.,0,78,61,18
Rajasthan,1,2007,Male,3 - 6 months,0,44,43,13
Rajasthan,1,2007,Male,Less than 3 months,0,36,31,5
Rajasthan,1,2008,Male,Capital Punishment,0,1,3,0
Rajasthan,1,2008,Male,Life Imprisonment,0,1057,1960,602
Rajasthan,1,2008,Male,10-13 Plus years,0,241,350,83
Rajasthan,1,2008,Male,7-9 Plus years,0,226,301,60
Rajasthan,1,2008,Male,5-6 Plus years,0,162,147,46
Rajasthan,1,2008,Male,2-4 Plus years,0,145,185,46
Rajasthan,1,2008,Male,1 Less than 2 years,0,94,67,21
Rajasthan,1,2008,Male,6 months less than 1 Yr.,0,69,59,14
Rajasthan,1,2008,Male,3 - 6 months,0,27,22,6
Rajasthan,1,2008,Male,Less than 3 months,0,40,25,4
Rajasthan,1,2009,Male,Capital Punishment,0,1,2,0
Rajasthan,1,2009,Male,Life Imprisonment,0,1034,2142,619
Rajasthan,1,2009,Male,10-13 Plus years,0,286,437,128
Rajasthan,1,2009,Male,7-9 Plus years,0,190,215,91
Rajasthan,1,2009,Male,5-6 Plus years,0,116,182,42
Rajasthan,1,2009,Male,2-4 Plus years,0,129,149,59
Rajasthan,1,2009,Male,1 Less than 2 years,0,73,111,28
Rajasthan,1,2009,Male,6 months less than 1 Yr.,0,72,57,11
Rajasthan,1,2009,Male,3 - 6 months,0,23,24,11
Rajasthan,1,2009,Male,Less than 3 months,0,33,30,12
Rajasthan,1,2010,Male,Capital Punishment,0,2,4,0
Rajasthan,1,2010,Male,Life Imprisonment,0,1132,2011,493
Rajasthan,1,2010,Male,10-13 Plus years,0,278,345,111
Rajasthan,1,2010,Male,7-9 Plus years,0,150,177,72
Rajasthan,1,2010,Male,5-6 Plus years,0,107,131,33
Rajasthan,1,2010,Male,2-4 Plus years,0,127,137,50
Rajasthan,1,2010,Male,1 Less than 2 years,0,98,99,44
Rajasthan,1,2010,Male,6 months less than 1 Yr.,0,109,116,32
Rajasthan,1,2010,Male,3 - 6 months,0,36,32,11
Rajasthan,1,2010,Male,Less than 3 months,0,15,38,20
Rajasthan,1,2011,Male,Capital Punishment,0,3,1,0
Rajasthan,1,2011,Male,Life Imprisonment,0,1203,1850,550
Rajasthan,1,2011,Male,10-13 Plus years,0,244,332,159
Rajasthan,1,2011,Male,7-9 Plus years,0,209,225,107
Rajasthan,1,2011,Male,5-6 Plus years,0,123,123,41
Rajasthan,1,2011,Male,2-4 Plus years,0,137,112,35
Rajasthan,1,2011,Male,1 Less than 2 years,0,104,54,22
Rajasthan,1,2011,Male,6 months less than 1 Yr.,0,62,44,16
Rajasthan,1,2011,Male,3 - 6 months,0,46,37,10
Rajasthan,1,2011,Male,Less than 3 months,0,18,51,10
Rajasthan,1,2012,Male,Capital Punishment,0,0,2,0
Rajasthan,1,2012,Male,Life Imprisonment,0,948,1808,491
Rajasthan,1,2012,Male,10-13 Plus years,0,287,460,80
Rajasthan,1,2012,Male,7-9 Plus years,0,170,198,46
Rajasthan,1,2012,Male,5-6 Plus years,0,133,166,24
Rajasthan,1,2012,Male,2-4 Plus years,0,163,216,17
Rajasthan,1,2012,Male,1 Less than 2 years,0,74,130,16
Rajasthan,1,2012,Male,6 months less than 1 Yr.,0,56,98,18
Rajasthan,1,2012,Male,3 - 6 months,0,34,113,26
Rajasthan,1,2012,Male,Less than 3 months,0,33,23,13
Sikkim,1,2001,Male,Capital Punishment,0,0,0,0
Sikkim,1,2001,Male,Life Imprisonment,0,4,4,3
Sikkim,1,2001,Male,10-13 Plus years,0,2,1,4
Sikkim,1,2001,Male,7-9 Plus years,0,5,2,2
Sikkim,1,2001,Male,5-6 Plus years,0,4,9,3
Sikkim,1,2001,Male,2-4 Plus years,0,2,9,0
Sikkim,1,2001,Male,1 Less than 2 years,0,12,0,2
Sikkim,1,2001,Male,6 months less than 1 Yr.,0,6,1,0
Sikkim,1,2001,Male,3 - 6 months,0,0,0,2
Sikkim,1,2001,Male,Less than 3 months,0,0,0,0
Sikkim,1,2002,Male,Capital Punishment,0,0,0,0
Sikkim,1,2002,Male,Life Imprisonment,0,8,5,2
Sikkim,1,2002,Male,10-13 Plus years,0,2,3,0
Sikkim,1,2002,Male,7-9 Plus years,0,5,2,0
Sikkim,1,2002,Male,5-6 Plus years,0,3,5,3
Sikkim,1,2002,Male,2-4 Plus years,0,4,2,4
Sikkim,1,2002,Male,1 Less than 2 years,0,6,2,4
Sikkim,1,2002,Male,6 months less than 1 Yr.,0,7,7,2
Sikkim,1,2002,Male,3 - 6 months,0,5,0,0
Sikkim,1,2002,Male,Less than 3 months,0,0,0,0
Sikkim,1,2003,Male,Capital Punishment,0,0,0,0
Sikkim,1,2003,Male,Life Imprisonment,0,6,4,2
Sikkim,1,2003,Male,10-13 Plus years,0,0,0,0
Sikkim,1,2003,Male,7-9 Plus years,0,0,0,0
Sikkim,1,2003,Male,5-6 Plus years,0,4,0,0
Sikkim,1,2003,Male,2-4 Plus years,0,4,4,0
Sikkim,1,2003,Male,1 Less than 2 years,0,3,0,0
Sikkim,1,2003,Male,6 months less than 1 Yr.,2,11,9,0
Sikkim,1,2003,Male,3 - 6 months,0,10,7,3
Sikkim,1,2003,Male,Less than 3 months,0,8,1,2
Sikkim,1,2004,Male,Capital Punishment,0,0,0,0
Sikkim,1,2004,Male,Life Imprisonment,0,10,13,1
Sikkim,1,2004,Male,10-13 Plus years,0,3,1,1
Sikkim,1,2004,Male,7-9 Plus years,0,2,4,0
Sikkim,1,2004,Male,5-6 Plus years,0,5,1,0
Sikkim,1,2004,Male,2-4 Plus years,0,10,3,1
Sikkim,1,2004,Male,1 Less than 2 years,0,5,0,0
Sikkim,1,2004,Male,6 months less than 1 Yr.,0,0,1,0
Sikkim,1,2004,Male,3 - 6 months,0,0,0,0
Sikkim,1,2004,Male,Less than 3 months,0,0,0,0
Sikkim,1,2005,Male,Capital Punishment,0,0,0,0
Sikkim,1,2005,Male,Life Imprisonment,0,12,13,1
Sikkim,1,2005,Male,10-13 Plus years,0,4,2,1
Sikkim,1,2005,Male,7-9 Plus years,0,2,4,0
Sikkim,1,2005,Male,5-6 Plus years,0,5,1,0
Sikkim,1,2005,Male,2-4 Plus years,0,14,3,2
Sikkim,1,2005,Male,1 Less than 2 years,0,5,0,0
Sikkim,1,2005,Male,6 months less than 1 Yr.,0,1,1,0
Sikkim,1,2005,Male,3 - 6 months,0,0,0,0
Sikkim,1,2005,Male,Less than 3 months,0,0,0,0
Sikkim,1,2006,Male,Capital Punishment,0,0,0,0
Sikkim,1,2006,Male,Life Imprisonment,0,16,12,2
Sikkim,1,2006,Male,10-13 Plus years,0,4,2,1
Sikkim,1,2006,Male,7-9 Plus years,0,4,2,0
Sikkim,1,2006,Male,5-6 Plus years,0,5,3,0
Sikkim,1,2006,Male,2-4 Plus years,0,21,3,0
Sikkim,1,2006,Male,1 Less than 2 years,0,13,1,0
Sikkim,1,2006,Male,6 months less than 1 Yr.,0,0,0,0
Sikkim,1,2006,Male,3 - 6 months,0,1,0,0
Sikkim,1,2006,Male,Less than 3 months,0,0,0,0
Sikkim,1,2007,Male,Capital Punishment,0,0,0,0
Sikkim,1,2007,Male,Life Imprisonment,0,14,11,4
Sikkim,1,2007,Male,10-13 Plus years,0,4,2,1
Sikkim,1,2007,Male,7-9 Plus years,0,2,2,0
Sikkim,1,2007,Male,5-6 Plus years,0,6,2,0
Sikkim,1,2007,Male,2-4 Plus years,0,16,8,1
Sikkim,1,2007,Male,1 Less than 2 years,0,6,2,0
Sikkim,1,2007,Male,6 months less than 1 Yr.,0,0,0,0
Sikkim,1,2007,Male,3 - 6 months,0,0,0,0
Sikkim,1,2007,Male,Less than 3 months,0,0,0,0
Sikkim,1,2008,Male,Capital Punishment,0,0,0,0
Sikkim,1,2008,Male,Life Imprisonment,0,15,11,5
Sikkim,1,2008,Male,10-13 Plus years,0,1,5,1
Sikkim,1,2008,Male,7-9 Plus years,0,0,2,0
Sikkim,1,2008,Male,5-6 Plus years,0,2,2,0
Sikkim,1,2008,Male,2-4 Plus years,0,8,2,1
Sikkim,1,2008,Male,1 Less than 2 years,0,6,2,0
Sikkim,1,2008,Male,6 months less than 1 Yr.,0,2,1,0
Sikkim,1,2008,Male,3 - 6 months,0,1,0,0
Sikkim,1,2008,Male,Less than 3 months,0,0,0,0
Sikkim,1,2009,Male,Capital Punishment,0,0,0,0
Sikkim,1,2009,Male,Life Imprisonment,0,14,13,5
Sikkim,1,2009,Male,10-13 Plus years,0,2,2,1
Sikkim,1,2009,Male,7-9 Plus years,0,0,0,1
Sikkim,1,2009,Male,5-6 Plus years,0,2,2,0
Sikkim,1,2009,Male,2-4 Plus years,0,8,3,0
Sikkim,1,2009,Male,1 Less than 2 years,0,4,0,0
Sikkim,1,2009,Male,6 months less than 1 Yr.,0,5,1,0
Sikkim,1,2009,Male,3 - 6 months,0,1,1,0
Sikkim,1,2009,Male,Less than 3 months,0,3,0,0
Sikkim,1,2010,Male,Capital Punishment,0,0,0,0
Sikkim,1,2010,Male,Life Imprisonment,0,8,19,4
Sikkim,1,2010,Male,10-13 Plus years,0,1,2,0
Sikkim,1,2010,Male,7-9 Plus years,0,0,0,1
Sikkim,1,2010,Male,5-6 Plus years,0,3,1,0
Sikkim,1,2010,Male,2-4 Plus years,0,10,3,1
Sikkim,1,2010,Male,1 Less than 2 years,0,8,6,0
Sikkim,1,2010,Male,6 months less than 1 Yr.,0,3,2,0
Sikkim,1,2010,Male,3 - 6 months,0,0,0,0
Sikkim,1,2010,Male,Less than 3 months,0,1,1,0
Sikkim,1,2011,Male,Capital Punishment,0,0,0,0
Sikkim,1,2011,Male,Life Imprisonment,0,4,28,5
Sikkim,1,2011,Male,10-13 Plus years,0,0,2,0
Sikkim,1,2011,Male,7-9 Plus years,0,0,3,0
Sikkim,1,2011,Male,5-6 Plus years,0,0,5,0
